Summary,Precipitation Type,Temperature,Humidity
Mostly Cloudy,rain,0.8,0.86
Overcast,rain,2.6,0.83
Mostly Cloudy,rain,6.9,0.74
Mostly Cloudy,rain,8.9,0.66
Mostly Cloudy,rain,10.0,0.62
Mostly Cloudy,rain,11.2,0.55
Mostly Cloudy,rain,12.3,0.56
Mostly Cloudy,rain,12.8,0.49
Mostly Cloudy,rain,12.8,0.5
Mostly Cloudy,rain,12.8,0.54
Mostly Cloudy,rain,12.9,0.49
Mostly Cloudy,rain,12.3,0.56
Mostly Cloudy,rain,9.0,0.7
Mostly Cloudy,rain,8.2,0.73
Mostly Cloudy,rain,7.8,0.75
Mostly Cloudy,rain,7.7,0.75
Overcast,rain,7.8,0.75
Overcast,rain,8.2,0.74
Overcast,rain,8.2,0.76
Mostly Cloudy,rain,7.8,0.78
Mostly Cloudy,rain,7.6,0.79
Partly Cloudy,rain,7.1,0.79
Partly Cloudy,rain,7.0,0.79
Partly Cloudy,rain,6.1,0.79
Partly Cloudy,rain,6.1,0.85
Mostly Cloudy,rain,7.7,0.78
Mostly Cloudy,rain,9.8,0.77
Mostly Cloudy,rain,12.0,0.66
Mostly Cloudy,rain,13.8,0.59
Mostly Cloudy,rain,13.9,0.55
Mostly Cloudy,rain,15.1,0.51
Mostly Cloudy,rain,16.9,0.45
Mostly Cloudy,rain,17.2,0.41
Mostly Cloudy,rain,17.2,0.38
Partly Cloudy,rain,16.0,0.42
Partly Cloudy,rain,15.0,0.44
Partly Cloudy,rain,12.8,0.51
Partly Cloudy,rain,12.3,0.52
Partly Cloudy,rain,11.0,0.61
Partly Cloudy,rain,10.5,0.63
Partly Cloudy,rain,10.5,0.63
Overcast,rain,9.9,0.68
Overcast,rain,9.4,0.68
Overcast,rain,8.5,0.74
Overcast,rain,7.8,0.73
Overcast,rain,7.8,0.73
Overcast,rain,7.3,0.78
Mostly Cloudy,rain,6.2,0.85
Mostly Cloudy,rain,5.2,0.92
Mostly Cloudy,rain,7.2,0.8
Mostly Cloudy,rain,7.9,0.82
Mostly Cloudy,rain,10.1,0.7
Mostly Cloudy,rain,12.7,0.64
Overcast,rain,15.0,0.51
Overcast,rain,16.2,0.44
Mostly Cloudy,rain,16.1,0.48
Overcast,rain,17.4,0.41
Mostly Cloudy,rain,17.4,0.43
Partly Cloudy,rain,17.1,0.41
Partly Cloudy,rain,16.2,0.51
Partly Cloudy,rain,12.5,0.64
Partly Cloudy,rain,11.4,0.66
Partly Cloudy,rain,10.1,0.7
Clear,rain,9.5,0.71
Clear,rain,8.6,0.75
Clear,rain,10.3,0.68
Clear,rain,10.4,0.62
Partly Cloudy,rain,9.3,0.69
Partly Cloudy,rain,8.4,0.73
Mostly Cloudy,rain,8.8,0.71
Partly Cloudy,rain,8.6,0.78
Partly Cloudy,rain,7.7,0.82
Clear,rain,6.2,0.85
Clear,rain,8.8,0.83
Clear,rain,12.2,0.71
Clear,rain,12.9,0.68
Partly Cloudy,rain,14.9,0.61
Partly Cloudy,rain,17.3,0.53
Partly Cloudy,rain,17.9,0.39
Partly Cloudy,rain,17.8,0.35
Partly Cloudy,rain,19.0,0.36
Partly Cloudy,rain,19.0,0.33
Partly Cloudy,rain,18.9,0.33
Partly Cloudy,rain,17.3,0.25
Partly Cloudy,rain,14.0,0.33
Partly Cloudy,rain,12.4,0.4
Partly Cloudy,rain,8.9,0.57
Clear,rain,8.2,0.64
Clear,rain,6.9,0.7
Clear,rain,6.0,0.69
Overcast,rain,5.4,0.87
Overcast,rain,5.1,0.9
Overcast,rain,5.4,0.89
Overcast,rain,4.9,0.93
Overcast,rain,5.5,0.93
Overcast,rain,4.9,0.93
Foggy,rain,4.9,0.93
Overcast,rain,6.0,0.93
Overcast,rain,6.1,0.93
Overcast,rain,7.2,0.86
Mostly Cloudy,rain,7.7,0.77
Overcast,rain,8.8,0.72
Overcast,rain,8.8,0.77
Overcast,rain,8.8,0.77
Overcast,rain,8.8,0.77
Mostly Cloudy,rain,9.8,0.72
Mostly Cloudy,rain,9.8,0.67
Mostly Cloudy,rain,8.8,0.78
Partly Cloudy,rain,7.2,0.8
Mostly Cloudy,rain,7.4,0.79
Mostly Cloudy,rain,7.5,0.77
Mostly Cloudy,rain,7.5,0.75
Mostly Cloudy,rain,6.3,0.81
Mostly Cloudy,rain,6.4,0.78
Clear,rain,4.3,0.73
Clear,rain,6.1,0.62
Clear,rain,3.3,0.75
Clear,rain,3.2,0.73
Clear,rain,2.0,0.8
Clear,rain,1.1,0.78
Partly Cloudy,rain,2.2,0.84
Partly Cloudy,rain,7.5,0.6
Partly Cloudy,rain,10.1,0.57
Clear,rain,13.9,0.5
Partly Cloudy,rain,16.0,0.4
Partly Cloudy,rain,17.8,0.33
Partly Cloudy,rain,18.9,0.33
Partly Cloudy,rain,19.9,0.27
Partly Cloudy,rain,20.0,0.28
Partly Cloudy,rain,20.0,0.31
Partly Cloudy,rain,19.0,0.28
Partly Cloudy,rain,17.9,0.27
Partly Cloudy,rain,15.1,0.39
Partly Cloudy,rain,13.0,0.44
Partly Cloudy,rain,11.0,0.54
Clear,rain,9.9,0.61
Clear,rain,8.1,0.69
Clear,rain,6.6,0.75
Clear,rain,5.6,0.84
Clear,rain,5.5,0.87
Clear,rain,4.4,0.88
Clear,rain,4.9,0.88
Clear,rain,3.0,0.92
Clear,rain,3.8,0.91
Clear,rain,3.8,0.91
Partly Cloudy,rain,8.6,0.78
Partly Cloudy,rain,12.9,0.59
Partly Cloudy,rain,16.2,0.51
Partly Cloudy,rain,17.9,0.45
Partly Cloudy,rain,19.0,0.36
Mostly Cloudy,rain,20.0,0.31
Mostly Cloudy,rain,21.0,0.27
Overcast,rain,20.1,0.31
Mostly Cloudy,rain,20.1,0.32
Mostly Cloudy,rain,19.1,0.38
Mostly Cloudy,rain,17.4,0.38
Partly Cloudy,rain,14.2,0.5
Partly Cloudy,rain,13.2,0.54
Partly Cloudy,rain,12.3,0.56
Partly Cloudy,rain,11.7,0.57
Partly Cloudy,rain,9.4,0.68
Mostly Cloudy,rain,6.4,0.77
Mostly Cloudy,rain,5.8,0.79
Mostly Cloudy,rain,5.9,0.8
Mostly Cloudy,rain,5.8,0.8
Overcast,rain,5.8,0.82
Mostly Cloudy,rain,4.8,0.87
Mostly Cloudy,rain,4.8,0.87
Mostly Cloudy,rain,4.9,0.88
Mostly Cloudy,rain,6.0,0.8
Mostly Cloudy,rain,7.2,0.74
Overcast,rain,7.8,0.77
Mostly Cloudy,rain,8.9,0.71
Mostly Cloudy,rain,9.0,0.71
Overcast,rain,9.2,0.69
Overcast,rain,10.1,0.71
Mostly Cloudy,rain,10.0,0.71
Mostly Cloudy,rain,9.1,0.7
Mostly Cloudy,rain,8.9,0.77
Overcast,rain,8.8,0.77
Overcast,rain,8.8,0.77
Mostly Cloudy,rain,7.8,0.83
Overcast,rain,7.8,0.83
Mostly Cloudy,rain,7.8,0.83
Mostly Cloudy,rain,7.2,0.89
Overcast,rain,6.7,0.89
Overcast,rain,7.1,0.89
Overcast,rain,7.2,0.89
Mostly Cloudy,rain,6.7,0.93
Mostly Cloudy,rain,5.7,0.93
Overcast,rain,6.1,0.93
Overcast,rain,6.1,0.93
Mostly Cloudy,rain,7.0,0.88
Overcast,rain,7.2,0.86
Overcast,rain,7.2,0.86
Overcast,rain,7.8,0.88
Overcast,rain,8.9,0.82
Mostly Cloudy,rain,9.9,0.82
Overcast,rain,10.0,0.77
Overcast,rain,10.1,0.82
Overcast,rain,11.1,0.7
Overcast,rain,10.1,0.76
Overcast,rain,9.0,0.88
Overcast,rain,8.9,0.88
Overcast,rain,8.8,0.9
Overcast,rain,8.8,0.83
Overcast,rain,8.3,0.86
Overcast,rain,7.8,0.85
Overcast,rain,6.7,0.82
Overcast,rain,6.7,0.82
Overcast,rain,6.3,0.87
Mostly Cloudy,rain,6.2,0.85
Overcast,rain,6.1,0.82
Overcast,rain,5.7,0.9
Overcast,rain,6.1,0.86
Overcast,rain,6.2,0.86
Overcast,rain,6.1,0.87
Overcast,rain,7.2,0.79
Overcast,rain,7.2,0.79
Overcast,rain,7.8,0.83
Overcast,rain,8.9,0.76
Overcast,rain,12.2,0.66
Mostly Cloudy,rain,12.3,0.66
Mostly Cloudy,rain,12.7,0.64
Mostly Cloudy,rain,12.8,0.64
Mostly Cloudy,rain,12.3,0.65
Mostly Cloudy,rain,11.1,0.66
Breezy and Mostly Cloudy,rain,10.0,0.61
Mostly Cloudy,rain,9.1,0.67
Mostly Cloudy,rain,7.8,0.71
Mostly Cloudy,rain,7.3,0.73
Mostly Cloudy,rain,6.8,0.76
Mostly Cloudy,rain,6.2,0.76
Mostly Cloudy,rain,5.6,0.78
Partly Cloudy,rain,5.1,0.81
Partly Cloudy,rain,4.6,0.81
Partly Cloudy,rain,4.6,0.81
Mostly Cloudy,rain,5.0,0.8
Mostly Cloudy,rain,5.0,0.82
Mostly Cloudy,rain,5.0,0.82
Mostly Cloudy,rain,6.0,0.78
Overcast,rain,6.1,0.79
Overcast,rain,6.1,0.79
Overcast,rain,7.3,0.8
Mostly Cloudy,rain,7.7,0.76
Overcast,rain,7.8,0.82
Overcast,rain,9.0,0.82
Overcast,rain,8.9,0.82
Mostly Cloudy,rain,9.9,0.77
Mostly Cloudy,rain,9.9,0.78
Mostly Cloudy,rain,8.8,0.83
Mostly Cloudy,rain,7.8,0.83
Mostly Cloudy,rain,7.4,0.87
Mostly Cloudy,rain,7.2,0.86
Mostly Cloudy,rain,6.7,0.89
Mostly Cloudy,rain,6.8,0.9
Overcast,rain,6.6,0.89
Overcast,rain,6.6,0.89
Overcast,rain,6.6,0.9
Overcast,rain,6.1,0.89
Mostly Cloudy,rain,6.1,0.89
Mostly Cloudy,rain,6.1,0.9
Mostly Cloudy,rain,5.5,0.89
Mostly Cloudy,rain,3.8,0.92
Mostly Cloudy,rain,5.0,0.88
Mostly Cloudy,rain,7.2,0.74
Partly Cloudy,rain,8.9,0.72
Partly Cloudy,rain,10.8,0.67
Partly Cloudy,rain,12.2,0.57
Partly Cloudy,rain,12.9,0.59
Partly Cloudy,rain,13.8,0.54
Partly Cloudy,rain,13.9,0.55
Mostly Cloudy,rain,14.9,0.51
Partly Cloudy,rain,14.8,0.51
Partly Cloudy,rain,12.8,0.55
Partly Cloudy,rain,11.1,0.61
Partly Cloudy,rain,8.2,0.74
Partly Cloudy,rain,7.3,0.73
Clear,rain,6.8,0.75
Clear,rain,7.0,0.75
Clear,rain,6.7,0.76
Breezy,rain,6.1,0.76
Clear,rain,4.5,0.83
Clear,rain,3.9,0.82
Breezy,rain,3.9,0.82
Clear,rain,3.9,0.83
Clear,rain,3.9,0.82
Clear,rain,3.8,0.82
Clear,rain,3.8,0.84
Clear,rain,5.0,0.82
Clear,rain,7.8,0.71
Clear,rain,9.9,0.62
Partly Cloudy,rain,12.2,0.52
Partly Cloudy,rain,13.8,0.47
Partly Cloudy,rain,13.8,0.45
Breezy and Partly Cloudy,rain,13.9,0.45
Partly Cloudy,rain,13.9,0.42
Partly Cloudy,rain,13.8,0.44
Partly Cloudy,rain,12.8,0.45
Partly Cloudy,rain,11.1,0.5
Partly Cloudy,rain,9.9,0.54
Partly Cloudy,rain,8.9,0.58
Clear,rain,8.8,0.56
Clear,rain,7.6,0.59
Clear,rain,6.6,0.62
Partly Cloudy,rain,11.6,0.93
Partly Cloudy,rain,11.0,0.93
Clear,rain,10.4,0.96
Clear,rain,10.4,0.96
Partly Cloudy,rain,9.8,0.93
Foggy,rain,8.8,0.94
Foggy,rain,7.7,0.96
Partly Cloudy,rain,11.0,1.0
Partly Cloudy,rain,12.7,0.9
Partly Cloudy,rain,16.2,0.72
Partly Cloudy,rain,17.8,0.69
Partly Cloudy,rain,18.8,0.7
Mostly Cloudy,rain,19.1,0.56
Mostly Cloudy,rain,21.0,0.49
Mostly Cloudy,rain,21.7,0.47
Mostly Cloudy,rain,22.1,0.47
Mostly Cloudy,rain,20.0,0.57
Mostly Cloudy,rain,20.7,0.43
Mostly Cloudy,rain,19.0,0.56
Mostly Cloudy,rain,17.8,0.69
Mostly Cloudy,rain,16.2,0.75
Mostly Cloudy,rain,14.9,0.83
Partly Cloudy,rain,14.3,0.83
Partly Cloudy,rain,13.2,0.87
Clear,rain,12.7,0.83
Clear,rain,11.6,0.86
Partly Cloudy,rain,11.9,0.82
Partly Cloudy,rain,10.6,0.89
Partly Cloudy,rain,10.5,0.86
Partly Cloudy,rain,12.0,0.8
Partly Cloudy,rain,13.9,0.83
Mostly Cloudy,rain,16.0,0.78
Mostly Cloudy,rain,17.5,0.68
Breezy and Mostly Cloudy,rain,18.8,0.58
Mostly Cloudy,rain,19.0,0.56
Partly Cloudy,rain,21.0,0.49
Partly Cloudy,rain,22.1,0.39
Partly Cloudy,rain,22.2,0.35
Partly Cloudy,rain,22.1,0.33
Partly Cloudy,rain,22.8,0.29
Partly Cloudy,rain,22.8,0.21
Partly Cloudy,rain,22.3,0.26
Partly Cloudy,rain,22.2,0.25
Partly Cloudy,rain,20.0,0.37
Partly Cloudy,rain,17.5,0.46
Partly Cloudy,rain,15.0,0.6
Partly Cloudy,rain,14.3,0.65
Partly Cloudy,rain,12.3,0.75
Partly Cloudy,rain,11.6,0.77
Partly Cloudy,rain,12.6,0.73
Partly Cloudy,rain,11.2,0.81
Partly Cloudy,rain,11.6,0.8
Mostly Cloudy,rain,11.5,0.78
Mostly Cloudy,rain,11.2,0.78
Mostly Cloudy,rain,12.1,0.73
Mostly Cloudy,rain,13.8,0.68
Mostly Cloudy,rain,15.2,0.68
Mostly Cloudy,rain,18.7,0.57
Mostly Cloudy,rain,21.9,0.47
Mostly Cloudy,rain,22.5,0.49
Mostly Cloudy,rain,23.7,0.46
Mostly Cloudy,rain,23.8,0.48
Mostly Cloudy,rain,24.8,0.45
Overcast,rain,24.9,0.42
Overcast,rain,26.0,0.4
Mostly Cloudy,rain,24.9,0.46
Overcast,rain,23.8,0.54
Overcast,rain,22.5,0.52
Overcast,rain,22.0,0.54
Overcast,rain,17.5,0.74
Overcast,rain,14.7,0.87
Mostly Cloudy,rain,13.0,0.85
Overcast,rain,11.6,0.86
Mostly Cloudy,rain,11.0,0.83
Overcast,rain,10.6,0.87
Overcast,rain,9.9,0.87
Overcast,rain,9.4,0.89
Overcast,rain,9.4,0.9
Mostly Cloudy,rain,10.0,0.84
Mostly Cloudy,rain,11.0,0.8
Mostly Cloudy,rain,12.0,0.77
Mostly Cloudy,rain,12.7,0.72
Mostly Cloudy,rain,13.9,0.67
Mostly Cloudy,rain,15.8,0.57
Partly Cloudy,rain,17.1,0.48
Partly Cloudy,rain,17.7,0.43
Partly Cloudy,rain,17.8,0.43
Partly Cloudy,rain,17.8,0.4
Partly Cloudy,rain,18.7,0.38
Partly Cloudy,rain,17.9,0.39
Partly Cloudy,rain,17.8,0.37
Mostly Cloudy,rain,17.2,0.41
Mostly Cloudy,rain,15.0,0.53
Partly Cloudy,rain,12.2,0.72
Partly Cloudy,rain,11.5,0.71
Partly Cloudy,rain,10.4,0.78
Partly Cloudy,rain,9.3,0.86
Partly Cloudy,rain,7.7,0.86
Partly Cloudy,rain,7.7,0.87
Partly Cloudy,rain,7.2,0.93
Partly Cloudy,rain,6.7,0.93
Partly Cloudy,rain,6.8,0.9
Mostly Cloudy,rain,8.8,0.89
Mostly Cloudy,rain,12.0,0.63
Mostly Cloudy,rain,13.7,0.65
Mostly Cloudy,rain,16.0,0.53
Mostly Cloudy,rain,17.2,0.42
Overcast,rain,17.5,0.51
Overcast,rain,16.2,0.48
Overcast,rain,18.6,0.39
Mostly Cloudy,rain,17.4,0.49
Mostly Cloudy,rain,17.5,0.52
Overcast,rain,17.5,0.48
Overcast,rain,15.0,0.73
Mostly Cloudy,rain,13.9,0.77
Mostly Cloudy,rain,12.8,0.83
Mostly Cloudy,rain,12.8,0.9
Mostly Cloudy,rain,12.2,0.85
Mostly Cloudy,rain,11.7,0.92
Mostly Cloudy,rain,11.6,0.93
Mostly Cloudy,rain,12.1,0.9
Mostly Cloudy,rain,11.6,0.86
Mostly Cloudy,rain,11.0,0.87
Mostly Cloudy,rain,10.5,0.86
Mostly Cloudy,rain,10.0,0.89
Mostly Cloudy,rain,10.0,0.9
Overcast,rain,11.0,0.86
Overcast,rain,11.1,0.86
Overcast,rain,12.0,0.82
Overcast,rain,12.7,0.83
Overcast,rain,12.7,0.77
Overcast,rain,13.7,0.74
Overcast,rain,12.8,0.82
Overcast,rain,12.8,0.89
Overcast,rain,12.8,0.84
Overcast,rain,12.8,0.89
Overcast,rain,12.2,0.86
Overcast,rain,12.3,0.93
Breezy and Overcast,rain,12.2,0.93
Breezy and Overcast,rain,12.2,0.86
Breezy and Overcast,rain,11.1,0.94
Breezy and Overcast,rain,11.0,0.86
Breezy and Overcast,rain,10.5,0.92
Breezy and Overcast,rain,10.4,0.9
Breezy and Overcast,rain,10.5,0.86
Breezy and Overcast,rain,10.5,0.83
Breezy and Overcast,rain,10.0,0.87
Breezy and Overcast,rain,10.0,0.86
Breezy and Overcast,rain,9.5,0.88
Breezy and Overcast,rain,9.4,0.93
Breezy and Overcast,rain,9.9,0.86
Breezy and Overcast,rain,9.9,0.86
Breezy and Overcast,rain,9.9,0.93
Breezy and Overcast,rain,10.0,0.92
Breezy and Overcast,rain,10.0,0.93
Breezy and Overcast,rain,10.9,0.88
Breezy and Overcast,rain,11.0,0.93
Overcast,rain,11.1,0.93
Breezy and Overcast,rain,11.1,0.93
Breezy and Overcast,rain,11.1,0.93
Breezy and Overcast,rain,11.1,0.93
Overcast,rain,11.9,0.88
Overcast,rain,12.1,0.86
Overcast,rain,11.1,0.93
Overcast,rain,11.1,0.85
Overcast,rain,11.1,0.86
Mostly Cloudy,rain,11.1,0.89
Mostly Cloudy,rain,11.1,0.9
Mostly Cloudy,rain,11.1,0.89
Mostly Cloudy,rain,10.1,0.92
Mostly Cloudy,rain,10.6,0.9
Overcast,rain,10.6,0.89
Overcast,rain,10.6,0.86
Overcast,rain,10.7,0.9
Overcast,rain,11.2,0.93
Overcast,rain,11.2,0.93
Overcast,rain,11.2,0.93
Overcast,rain,10.3,0.93
Overcast,rain,11.3,0.93
Overcast,rain,11.2,0.88
Overcast,rain,12.4,0.8
Overcast,rain,12.4,0.8
Overcast,rain,12.4,0.8
Overcast,rain,12.9,0.82
Mostly Cloudy,rain,12.8,0.82
Mostly Cloudy,rain,12.8,0.78
Mostly Cloudy,rain,12.9,0.77
Mostly Cloudy,rain,12.8,0.77
Mostly Cloudy,rain,12.2,0.82
Mostly Cloudy,rain,12.2,0.8
Mostly Cloudy,rain,11.6,0.83
Mostly Cloudy,rain,11.1,0.88
Mostly Cloudy,rain,11.1,0.89
Mostly Cloudy,rain,11.1,0.89
Overcast,rain,11.1,0.88
Overcast,rain,10.5,0.93
Overcast,rain,10.5,0.93
Mostly Cloudy,rain,11.0,0.9
Overcast,rain,11.1,0.87
Overcast,rain,11.1,0.93
Overcast,rain,12.0,0.88
Overcast,rain,12.3,0.86
Overcast,rain,13.9,0.82
Mostly Cloudy,rain,14.7,0.71
Mostly Cloudy,rain,16.1,0.59
Mostly Cloudy,rain,16.0,0.63
Mostly Cloudy,rain,16.0,0.68
Mostly Cloudy,rain,17.2,0.63
Mostly Cloudy,rain,16.1,0.72
Mostly Cloudy,rain,15.8,0.79
Mostly Cloudy,rain,16.0,0.72
Mostly Cloudy,rain,14.9,0.78
Mostly Cloudy,rain,13.8,0.79
Mostly Cloudy,rain,12.7,0.9
Mostly Cloudy,rain,13.2,0.83
Mostly Cloudy,rain,12.5,0.88
Mostly Cloudy,rain,12.1,0.9
Mostly Cloudy,rain,11.6,0.93
Partly Cloudy,rain,11.1,0.93
Mostly Cloudy,rain,11.0,0.93
Mostly Cloudy,rain,10.9,0.93
Mostly Cloudy,rain,10.4,0.94
Mostly Cloudy,rain,9.8,1.0
Mostly Cloudy,rain,12.1,0.87
Mostly Cloudy,rain,12.6,0.85
Mostly Cloudy,rain,13.9,0.77
Mostly Cloudy,rain,15.0,0.68
Mostly Cloudy,rain,16.0,0.64
Mostly Cloudy,rain,16.1,0.67
Mostly Cloudy,rain,17.8,0.65
Mostly Cloudy,rain,17.8,0.6
Mostly Cloudy,rain,17.7,0.57
Mostly Cloudy,rain,17.8,0.56
Mostly Cloudy,rain,17.8,0.53
Mostly Cloudy,rain,17.8,0.57
Mostly Cloudy,rain,17.6,0.61
Mostly Cloudy,rain,16.0,0.77
Clear,rain,13.8,0.83
Partly Cloudy,rain,13.2,0.9
Partly Cloudy,rain,13.0,0.87
Partly Cloudy,rain,12.0,0.87
Partly Cloudy,rain,11.0,0.93
Partly Cloudy,rain,10.5,0.93
Partly Cloudy,rain,10.0,0.93
Partly Cloudy,rain,10.0,0.93
Mostly Cloudy,rain,10.0,0.96
Mostly Cloudy,rain,11.0,0.93
Mostly Cloudy,rain,12.2,0.87
Partly Cloudy,rain,15.9,0.79
Partly Cloudy,rain,17.7,0.7
Partly Cloudy,rain,18.9,0.65
Partly Cloudy,rain,20.9,0.53
Partly Cloudy,rain,21.1,0.46
Partly Cloudy,rain,22.2,0.46
Mostly Cloudy,rain,22.2,0.39
Mostly Cloudy,rain,22.8,0.41
Mostly Cloudy,rain,23.8,0.34
Partly Cloudy,rain,22.8,0.38
Partly Cloudy,rain,22.7,0.38
Partly Cloudy,rain,22.1,0.46
Partly Cloudy,rain,18.2,0.62
Partly Cloudy,rain,17.7,0.66
Partly Cloudy,rain,16.5,0.73
Clear,rain,14.4,0.84
Partly Cloudy,rain,12.1,0.9
Partly Cloudy,rain,10.9,0.87
Partly Cloudy,rain,10.6,0.93
Partly Cloudy,rain,9.8,0.93
Foggy,rain,9.8,0.93
Partly Cloudy,rain,9.6,0.93
Mostly Cloudy,rain,9.9,0.93
Mostly Cloudy,rain,12.0,0.87
Mostly Cloudy,rain,12.7,0.91
Mostly Cloudy,rain,16.0,0.79
Mostly Cloudy,rain,17.3,0.72
Mostly Cloudy,rain,17.9,0.7
Mostly Cloudy,rain,20.1,0.57
Mostly Cloudy,rain,20.0,0.49
Mostly Cloudy,rain,17.9,0.67
Mostly Cloudy,rain,19.0,0.64
Mostly Cloudy,rain,22.1,0.47
Mostly Cloudy,rain,19.1,0.58
Mostly Cloudy,rain,17.7,0.65
Mostly Cloudy,rain,17.1,0.67
Mostly Cloudy,rain,15.0,0.77
Mostly Cloudy,rain,13.9,0.83
Mostly Cloudy,rain,13.9,0.8
Mostly Cloudy,rain,12.9,0.86
Clear,rain,13.2,0.86
Partly Cloudy,rain,12.2,0.9
Partly Cloudy,rain,11.7,0.93
Partly Cloudy,rain,10.5,0.93
Partly Cloudy,rain,10.5,0.93
Partly Cloudy,rain,10.2,0.93
Partly Cloudy,rain,12.6,0.9
Partly Cloudy,rain,16.9,0.73
Partly Cloudy,rain,19.6,0.59
Partly Cloudy,rain,21.0,0.54
Partly Cloudy,rain,22.7,0.42
Partly Cloudy,rain,23.6,0.38
Partly Cloudy,rain,23.9,0.33
Mostly Cloudy,rain,24.9,0.31
Partly Cloudy,rain,24.9,0.32
Partly Cloudy,rain,25.0,0.32
Partly Cloudy,rain,26.0,0.31
Partly Cloudy,rain,25.0,0.32
Partly Cloudy,rain,24.9,0.34
Partly Cloudy,rain,23.8,0.39
Partly Cloudy,rain,21.3,0.51
Partly Cloudy,rain,17.7,0.66
Partly Cloudy,rain,17.0,0.72
Partly Cloudy,rain,15.2,0.8
Partly Cloudy,rain,13.8,0.86
Partly Cloudy,rain,14.3,0.78
Partly Cloudy,rain,13.0,0.87
Partly Cloudy,rain,12.7,0.87
Partly Cloudy,rain,12.1,0.9
Partly Cloudy,rain,11.7,0.93
Partly Cloudy,rain,13.7,0.9
Partly Cloudy,rain,17.0,0.76
Partly Cloudy,rain,19.8,0.7
Partly Cloudy,rain,21.2,0.63
Partly Cloudy,rain,22.9,0.56
Partly Cloudy,rain,24.9,0.47
Partly Cloudy,rain,25.1,0.49
Partly Cloudy,rain,26.1,0.39
Partly Cloudy,rain,27.0,0.37
Partly Cloudy,rain,27.2,0.37
Partly Cloudy,rain,27.2,0.33
Partly Cloudy,rain,27.1,0.33
Partly Cloudy,rain,26.1,0.39
Partly Cloudy,rain,25.0,0.42
Partly Cloudy,rain,22.9,0.52
Partly Cloudy,rain,19.8,0.68
Partly Cloudy,rain,18.7,0.73
Clear,rain,16.9,0.79
Clear,rain,16.5,0.81
Partly Cloudy,rain,15.5,0.84
Clear,rain,14.6,0.9
Clear,rain,13.3,0.93
Clear,rain,12.8,0.93
Clear,rain,12.9,0.93
Clear,rain,15.9,0.82
Partly Cloudy,rain,17.7,0.78
Partly Cloudy,rain,20.0,0.69
Partly Cloudy,rain,22.8,0.62
Partly Cloudy,rain,24.0,0.5
Partly Cloudy,rain,26.1,0.44
Partly Cloudy,rain,27.2,0.39
Partly Cloudy,rain,27.8,0.38
Partly Cloudy,rain,27.8,0.35
Partly Cloudy,rain,27.8,0.31
Partly Cloudy,rain,27.8,0.31
Partly Cloudy,rain,27.9,0.33
Partly Cloudy,rain,27.2,0.32
Partly Cloudy,rain,26.0,0.42
Partly Cloudy,rain,23.8,0.5
Partly Cloudy,rain,22.6,0.57
Partly Cloudy,rain,22.0,0.57
Partly Cloudy,rain,20.1,0.69
Partly Cloudy,rain,18.7,0.75
Clear,rain,18.4,0.75
Clear,rain,16.8,0.81
Clear,rain,16.1,0.84
Clear,rain,15.5,0.87
Clear,rain,15.0,0.87
Partly Cloudy,rain,16.0,0.79
Partly Cloudy,rain,17.7,0.74
Partly Cloudy,rain,20.8,0.62
Clear,rain,22.2,0.59
Clear,rain,23.9,0.58
Clear,rain,25.9,0.48
Partly Cloudy,rain,27.2,0.41
Partly Cloudy,rain,27.8,0.34
Partly Cloudy,rain,27.8,0.36
Partly Cloudy,rain,28.9,0.33
Partly Cloudy,rain,27.8,0.35
Partly Cloudy,rain,28.7,0.32
Partly Cloudy,rain,27.8,0.32
Partly Cloudy,rain,27.1,0.35
Partly Cloudy,rain,24.9,0.45
Partly Cloudy,rain,22.6,0.53
Partly Cloudy,rain,21.4,0.55
Partly Cloudy,rain,19.4,0.65
Partly Cloudy,rain,17.7,0.74
Partly Cloudy,rain,16.0,0.82
Partly Cloudy,rain,15.4,0.87
Partly Cloudy,rain,16.5,0.74
Partly Cloudy,rain,14.5,0.83
Partly Cloudy,rain,14.5,0.85
Partly Cloudy,rain,17.5,0.71
Mostly Cloudy,rain,19.8,0.64
Mostly Cloudy,rain,19.1,0.69
Overcast,rain,21.2,0.63
Overcast,rain,22.4,0.59
Overcast,rain,23.9,0.54
Mostly Cloudy,rain,25.1,0.54
Mostly Cloudy,rain,25.2,0.5
Mostly Cloudy,rain,27.2,0.41
Mostly Cloudy,rain,26.3,0.46
Mostly Cloudy,rain,27.7,0.46
Mostly Cloudy,rain,26.9,0.44
Mostly Cloudy,rain,25.8,0.51
Mostly Cloudy,rain,24.8,0.54
Mostly Cloudy,rain,22.5,0.62
Partly Cloudy,rain,20.0,0.73
Partly Cloudy,rain,18.7,0.74
Partly Cloudy,rain,17.8,0.8
Partly Cloudy,rain,17.0,0.79
Partly Cloudy,rain,16.6,0.84
Mostly Cloudy,rain,16.6,0.85
Mostly Cloudy,rain,17.6,0.84
Mostly Cloudy,rain,17.1,0.87
Partly Cloudy,rain,16.7,0.88
Partly Cloudy,rain,17.1,0.87
Partly Cloudy,rain,18.7,0.79
Partly Cloudy,rain,20.8,0.72
Partly Cloudy,rain,22.7,0.63
Partly Cloudy,rain,22.8,0.66
Mostly Cloudy,rain,23.9,0.65
Mostly Cloudy,rain,25.0,0.55
Mostly Cloudy,rain,26.1,0.47
Partly Cloudy,rain,26.0,0.45
Partly Cloudy,rain,26.9,0.46
